title,startTime,endTime,platform,name_organizer,url_organizer,descriptionSnippet,url,venue,price
"Front Line Retail Selling Skills: 2-Day Workshop in Austin, TX",2026-04-07T09:00:00-05:00,2026-04-07T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,Master frontline retail selling with proven techniques to build customer relationships and close more sales effectively.,https://www.eventbrite.sg/e/front-line-retail-selling-skills-2-day-workshop-in-austin-tx-tickets-1983347558939,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Agile For Product Owner: 2 Days Workshop in Austin, TX",2026-04-07T09:00:00-05:00,2026-04-07T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,The Agile for Product Owners course will provide the knowledge to understand and apply the principles of agile.,https://www.eventbrite.sg/e/agile-for-product-owner-2-days-workshop-in-austin-tx-tickets-1983422301496,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Managing People Effectively: 2 Days Workshop – Austin, TX",2026-04-07T09:00:00-05:00,2026-04-07T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Master core management skills to lead, motivate, and monitor your team effectively in a hands-on 2-day program.",https://www.eventbrite.sg/e/managing-people-effectively-2-days-workshop-austin-tx-tickets-1983244792562,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
Enterprise & Solution Architecture Integration : 2-Day Training | Austin,2026-04-07T09:00:00-05:00,2026-04-07T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"A two-day workshop on enterprise & solution architecture, covering frameworks, patterns, tactics, techniques, and key deliverables.",https://www.eventbrite.sg/e/enterprise-solution-architecture-integration-2-day-training-austin-tickets-1983935822451,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Austin| Luxury Lash Class|Volume, Classic & Hybrid| School of Glamology",2026-04-07T10:00:00-05:00,2026-04-07T16:00:00-05:00,eventbrite,School of Glamology (Delk Rd),https://www.eventbrite.com/o/school-of-glamology-delk-rd-26576519439,"Get the best training available by a licensed esthetics school. Learn how to do Volume, Classic & Hybrid Extensions!",https://www.eventbrite.com/e/austin-luxury-lash-classvolume-classic-hybrid-school-of-glamology-tickets-1721724888489,"{'name': 'School of Glamology', 'address': '100 Congress Avenue, ## 2200, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 535.38, 'currency': 'USD', 'raw': 'USD 535.38'}"
"Risk-Based Test Strategies : 2-Day Training | Austin, TX",2026-04-07T09:00:00-07:00,2026-04-07T17:00:00-07:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"A two-day workshop highlighting the importance, benefits, and practical application of risk based testing in organisations.",https://www.eventbrite.sg/e/risk-based-test-strategies-2-day-training-austin-tx-tickets-1984259501584,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-07T11:00:00-05:00,2026-04-07T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1980023892764,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
CUSTOMIZED AI FORESIGHT FOR YOUR CORPORATE INNOVATION TEAM,2026-04-07T12:00:00-05:00,2026-04-07T14:30:00-05:00,eventbrite,Indina-Consulting Innovation Academy,https://www.eventbrite.com/o/indina-consulting-innovation-academy-9464267346,"Private B2B Strategy Session for Corporate Teams (Online, Zoom)",https://www.eventbrite.com/e/customized-ai-foresight-for-your-corporate-innovation-team-tickets-1981822592724,"{'name': 'Austin Convention Center', 'address': '500 East Cesar Chavez Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 637.3, 'currency': 'USD', 'raw': 'USD 637.3'}"
Pasta Making With Chef Erin - Pasta Making Cooking Class in Austin | Classpop!™,2026-04-07T18:00:00-05:00,2026-04-07T20:00:00-05:00,eventbrite,Classpop!,https://www.eventbrite.com/o/classpop-25190855215,,https://www.eventbrite.com/e/pasta-making-with-chef-erin-pasta-making-cooking-class-in-austin-classpoptm-tickets-1980045725065,"{'name': 'WhichCraft Tap Room & Bottle Shop', 'address': '1900 Simond Avenue Suite 200, Austin, TX 78723', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 65.86, 'currency': 'USD', 'raw': 'USD 65.86'}"
Italian Fresh Pasta,2026-04-07T18:30:00-05:00,2026-04-07T21:00:00-05:00,eventbrite,Central Market Cooking School Austin North Lamar,https://www.eventbrite.com/o/central-market-cooking-school-austin-north-lamar-30370421142,Hands on. You will be working with a small team in this class.,https://www.eventbrite.com/e/italian-fresh-pasta-tickets-1983046278802,"{'name': 'Central Market Austin North Lamar', 'address': '4001 North Lamar Boulevard, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 89.63, 'currency': 'USD', 'raw': 'USD 89.63'}"
UMLAUF After Dark: Sounds of Spring,2026-04-07T19:00:00-05:00,2026-04-07T21:00:00-05:00,eventbrite,UMLAUF Sculpture Garden & Museum,https://www.eventbrite.com/o/umlauf-sculpture-garden-museum-4886843111,"Immerse yourself in nature, art, and music right in our garden for an evening of connection, vitality, and renewal.",https://www.eventbrite.com/e/umlauf-after-dark-sounds-of-spring-tickets-1983482892726,"{'name': 'Umlauf Sculpture Garden & Museum', 'address': '605 Robert E Lee Road, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 14.64, 'currency': 'USD', 'raw': 'USD 14.64'}"
The Drop In: Stand-Up Comedy Show!,2026-04-07T19:00:00-05:00,,eventbrite,Laugh Higher Productions,https://www.eventbrite.com/o/laugh-higher-productions-38900519763,"Austin's must see comedy show! Featuring the biggest names in stand-up, you never know who is going to ""drop in"" and do a set!",https://www.eventbrite.com/e/the-drop-in-stand-up-comedy-show-tickets-1981271054057,"{'name': 'Sunset Strip Comedy & Entertainment', 'address': '214 East 6th Street, #unit c, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 25.09, 'max': 30.87, 'currency': 'USD', 'raw': 'USD 25.09 - 30.87'}"
Midweek Meltdown: Standup Comedy Showcase at Shakespeares Pub!,2026-04-07T21:00:00-05:00,2026-04-07T23:30:00-05:00,eventbrite,The Laugh Pipe LLC,https://www.eventbrite.com/o/the-laugh-pipe-llc-33265484715,Get ready to LOL midweek with killer standup acts at Shakespeares Pub—fun times guaranteed! Every Tuesday and Wednesday 9pm!,https://www.eventbrite.com/e/midweek-meltdown-standup-comedy-showcase-at-shakespeares-pub-tickets-1980832227515,"{'name': ""Shakespeare's"", 'address': '314 East 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
"Telephone Customer Service: Say Yes! 2-Day Workshop | Austin, TX",2026-04-08T08:00:00-05:00,2026-04-08T16:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"High-energy 2-day call center program focused on skills, mindset, empathy, and customer-centric service excellence strategies.",https://www.eventbrite.sg/e/telephone-customer-service-say-yes-2-day-workshop-austin-tx-tickets-1984361059346,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260 Austin Texas 78705 United States of America, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Intro to Blockchain for Non-Developers – 1 Day Course, Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Learn blockchain in clear, business-friendly terms & understand when and how it delivers real value—without any coding or technical complexi",https://www.eventbrite.sg/e/intro-to-blockchain-for-non-developers-1-day-course-austin-tx-tickets-1976687216676,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 593.52, 'max': 770.89, 'currency': 'USD', 'raw': 'USD 593.52 - 770.89'}"
"Front Line Retail Selling Skills: 2-Day Workshop in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,Master frontline retail selling with proven techniques to build customer relationships and close more sales effectively.,https://www.eventbrite.sg/e/front-line-retail-selling-skills-2-day-workshop-in-austin-tx-tickets-1983348692329,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Managing People Effectively: 2 Days Workshop – Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Master core management skills to lead, motivate, and monitor your team effectively in a hands-on 2-day program.",https://www.eventbrite.sg/e/managing-people-effectively-2-days-workshop-austin-tx-tickets-1983244819643,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Agile For Product Owner: 2 Days Workshop in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,The Agile for Product Owners course will provide the knowledge to understand and apply the principles of agile.,https://www.eventbrite.sg/e/agile-for-product-owner-2-days-workshop-in-austin-tx-tickets-1983422322559,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Big Data Bootcamp: 2 Days Workshop in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"This big data training course provides a technical overview of Apache Hadoop, big data technologies, and real-world use cases.",https://www.eventbrite.sg/e/big-data-bootcamp-2-days-workshop-in-austin-tx-tickets-1983507321794,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Managing Benefits™ Practitioner: 2-Day Training in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,A 2-day Managing Benefits™ Practitioner workshop enabling professionals to apply and tailor benefits management effectively.,https://www.eventbrite.sg/e/managing-benefitstm-practitioner-2-day-training-in-austin-tx-tickets-1984014341303,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Pathways to Service Excellence: 2-Day Workshop in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Build practical customer service skills to deliver exceptional experiences, handle challenges confidently, and drive customer loyalty.",https://www.eventbrite.sg/e/pathways-to-service-excellence-2-day-workshop-in-austin-tx-tickets-1983251193708,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1212.05, 'max': 1571.27, 'currency': 'USD', 'raw': 'USD 1212.05 - 1571.27'}"
"Airport Operations & Service Coordination – 1 Day Course in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Understand airport operations, service coordination, grooming, aviation basics to manage airport activities professionally and efficiently.",https://www.eventbrite.sg/e/airport-operations-service-coordination-1-day-course-in-austin-tx-tickets-1980447149737,"{'name': 'Regus', 'address': '2021 Guadalupe Street, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 596.89, 'max': 775.37, 'currency': 'USD', 'raw': 'USD 596.89 - 775.37'}"
"Strategic Stakeholder Management – 1 Day Session in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Learn how to manage stakeholder expectations, build strong relationships, and improve business outcomes through effective communication.",https://www.eventbrite.sg/e/strategic-stakeholder-management-1-day-session-in-austin-tx-tickets-1980616870376,"{'name': 'Regus', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 596.89, 'max': 775.37, 'currency': 'USD', 'raw': 'USD 596.89 - 775.37'}"
"Real Estate Growth Accelerator: 1 Day Market Mastery in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,From lead generation to client loyalty—discover the complete roadmap to real estate business success.,https://www.eventbrite.sg/e/real-estate-growth-accelerator-1-day-market-mastery-in-austin-tx-tickets-1980363213682,"{'name': 'Regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 603.62, 'max': 782.12, 'currency': 'USD', 'raw': 'USD 603.62 - 782.12'}"
"Launch Your E-Commerce Business: 1 Day Training in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,One day to transform your entrepreneurial dream — learn how to create and operate a profitable online store with ease.,https://www.eventbrite.sg/e/launch-your-e-commerce-business-1-day-training-in-austin-tx-tickets-1980361654017,"{'name': 'Regus', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 603.62, 'max': 782.12, 'currency': 'USD', 'raw': 'USD 603.62 - 782.12'}"
"Future-Ready Talent Management: 1 Day Session in Austin, TX",2026-04-08T09:00:00-05:00,2026-04-08T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Turn people potential into performance through smart hiring, growth, and retention strategies.",https://www.eventbrite.sg/e/future-ready-talent-management-1-day-session-in-austin-tx-tickets-1979856377722,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 586.79, 'max': 764.15, 'currency': 'USD', 'raw': 'USD 586.79 - 764.15'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-08T11:00:00-05:00,2026-04-08T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1980129020203,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
Harnessing AI for Marketing Innovation | Austin,2026-04-08T12:00:00-05:00,2026-04-08T14:00:00-05:00,eventbrite,Rapid Skill Up,https://www.eventbrite.com/o/rapid-skill-up-91832326783,"Learn how AI transforms marketing strategies with innovative automation, personalization, and analytics tools.",https://www.eventbrite.com/e/harnessing-ai-for-marketing-innovation-austin-tickets-1051340045377,"{'name': 'Austin', 'address': 'Online Event, Austin, TX 0', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 499, 'max': 699, 'currency': 'USD', 'raw': 'USD 499 - 699'}"
"The Artist's Way - Group Session, 12 Week Series",2026-04-08T18:15:00-05:00,2026-04-08T19:45:00-05:00,eventbrite,Debbie Chilton,https://www.eventbrite.com/o/debbie-chilton-120892832255,Unlock your creative spirit using Heart Focused Breathing as a source of inspiration - we will travel through 12 weeks of creativity.,https://www.eventbrite.com/e/the-artists-way-group-session-12-week-series-tickets-1984500503427,"{'name': 'Central Market', 'address': '4001 North Lamar Boulevard, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
Sharpen Your Knife Skills,2026-04-08T18:30:00-05:00,2026-04-08T21:00:00-05:00,eventbrite,Central Market Cooking School Austin North Lamar,https://www.eventbrite.com/o/central-market-cooking-school-austin-north-lamar-30370421142,Hands on.,https://www.eventbrite.com/e/sharpen-your-knife-skills-tickets-1983000076610,"{'name': 'Central Market Austin North Lamar', 'address': '4001 North Lamar Boulevard, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 89.63, 'currency': 'USD', 'raw': 'USD 89.63'}"
Smart Speed Dating in Govalle | Cityswoon | Ages 30-45,2026-04-08T19:30:00-05:00,2026-04-08T22:00:00-05:00,eventbrite,Cityswoon,https://www.eventbrite.com/o/cityswoon-17274037720,"Speed Dating comes to a great new venue, The RSRV in Govalle Neighborhood!",https://www.eventbrite.com/e/smart-speed-dating-in-govalle-cityswoon-ages-30-45-tickets-1983999024490,"{'name': 'The RSRV', 'address': '3415 East 7th Street, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 43.45, 'currency': 'USD', 'raw': 'USD 43.45'}"
SMART Recovery Meeting,2026-04-08T19:30:00-05:00,2026-04-08T20:30:00-05:00,eventbrite,,https://www.eventbrite.com/o/120519192961,Are you looking to modify or a stop an addictive behavior but aren't sure where to start? Join us for this FREE self-empowering program!,https://www.eventbrite.com/e/smart-recovery-meeting-tickets-1941600763149,"{'name': 'Communities For Recovery', 'address': '4110 Guadalupe Street, #635, Austin, TX 78751', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
Midweek Meltdown: Standup Comedy Showcase at Shakespeares Pub!,2026-04-08T21:00:00-05:00,2026-04-08T23:30:00-05:00,eventbrite,The Laugh Pipe LLC,https://www.eventbrite.com/o/the-laugh-pipe-llc-33265484715,Get ready to LOL midweek with killer standup acts at Shakespeares Pub—fun times guaranteed! Every Tuesday and Wednesday 9pm!,https://www.eventbrite.com/e/midweek-meltdown-standup-comedy-showcase-at-shakespeares-pub-tickets-1980839204383,"{'name': ""Shakespeare's"", 'address': '314 East 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
Art in the Park Festival 2026 / Arte en el Parque 2026,2026-04-09T09:00:00-05:00,2026-04-09T14:00:00-05:00,eventbrite,Art Spark Texas,https://www.eventbrite.com/o/art-spark-texas-12941773677,"Art in the Park features live music, entertainment, food trucks, and accessible art activities for all ages and abilities. | Español abajo",https://www.eventbrite.com/e/art-in-the-park-festival-2026-arte-en-el-parque-2026-tickets-1353566627219,"{'name': 'Fiesta Gardens Building', 'address': '2101 Jesse E. Segovia Street, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
Entertainment Form - 30th Anniversary of Art in the Park Festival 2026,2026-04-09T09:00:00-05:00,2026-04-09T14:00:00-05:00,eventbrite,Art Spark Texas,https://www.eventbrite.com/o/art-spark-texas-12941773677,"The annual Art in the Park Festival features live music, entertainment, food trucks, art booths for all ages and abilities to enjoy.",https://www.eventbrite.com/e/entertainment-form-30th-anniversary-of-art-in-the-park-festival-2026-tickets-1538550629349,"{'name': 'Fiesta Gardens Building', 'address': '2101 Jesse E. Segovia Street, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': True, 'currency': 'USD', 'raw': 'Free'}"
Harnessing AI for Marketing Innovation | Austin,2026-04-09T09:00:00-05:00,2026-04-09T11:00:00-05:00,eventbrite,Rapid Skill Up,https://www.eventbrite.com/o/rapid-skill-up-91832326783,"Learn how AI transforms marketing strategies with innovative automation, personalization, and analytics tools.",https://www.eventbrite.com/e/harnessing-ai-for-marketing-innovation-austin-tickets-1051340125617,"{'name': 'Austin', 'address': 'Online Event, Austin, TX 0', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 499, 'max': 699, 'currency': 'USD', 'raw': 'USD 499 - 699'}"
100HR Advanced Teaching Technniques,2026-04-09T10:00:00-05:00,2026-04-09T18:30:00-05:00,eventbrite,YTX Yoga Austin,https://www.eventbrite.com/o/ytx-yoga-austin-44619071363,"Step into a six‑week, high‑touch refinement training designed for yoga teachers ready to elevate their craft, deepen their voice, and embody",https://www.eventbrite.com/e/100hr-advanced-teaching-technniques-tickets-1983841845363,"{'name': 'YTX Yoga, Strength, Pilates, HIIT, & Recovery', 'address': '200 West 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 3068.81, 'currency': 'USD', 'raw': 'USD 3068.81'}"
"Strategic Team Leadership for Success Workshop in Austin, TX",2026-04-09T09:00:00-06:00,2026-04-09T17:00:00-06:00,eventbrite,Mount Skills,https://www.eventbrite.sg/o/mount-skills-43284464053,Get ready to level up your leadership skills at the Strategic Team Leadership for Success Workshop - it's time to take charge!,https://www.eventbrite.sg/e/strategic-team-leadership-for-success-workshop-in-austin-tx-tickets-1912781754719,"{'name': 'Regus - Broomfield - Interlocken', 'address': '2021 Guadalupe Street Suite 260, PH: +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 669.86, 'max': 894.37, 'currency': 'USD', 'raw': 'USD 669.86 - 894.37'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-09T11:00:00-05:00,2026-04-09T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1980209927198,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
Austin Bachelorette Party & Bachelor Party Bar Crawl-Bach Bar Crawl Austin,2026-04-09T16:00:00-05:00,2026-04-09T22:00:00-05:00,eventbrite,Bach Bar Bar Crawl,https://www.eventbrite.com/o/bach-bar-bar-crawl-83313116853,"Get set to kick off your Austin Bachelorette Party bash, Bachelor Party Bach, Girls' night out, or Guys' night out with the Bach Bar Craw.",https://www.eventbrite.com/e/austin-bachelorette-party-bachelor-party-bar-crawl-bach-bar-crawl-austin-tickets-1297150876189,"{'name': ""Maggie Mae's"", 'address': '323 East 6th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 15.85, 'max': 29.71, 'currency': 'USD', 'raw': 'USD 15.85 - 29.71'}"
Infant BLS CPR and AED Class in Baltimore,2026-04-09T18:00:00-05:00,2026-04-09T21:00:00-05:00,eventbrite,UCPRA,https://www.eventbrite.com/o/ucpra-33537269987,"CPR Certification Baltimore teaches American Heart Association Infant BLS CPR classes in Baltimore, FL.",https://www.eventbrite.com/e/infant-bls-cpr-and-aed-class-in-baltimore-tickets-899509285487,"{'name': 'CPR Certification Austin', 'address': '701 Tillery St #12, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US', 'postalCode': '78702'}","{'isFree': False, 'min': 59.95, 'max': 79.95, 'currency': 'USD', 'raw': 'USD 59.95 - 79.95'}"
TEXAS DRAWING WITH EMBROIDERY,2026-04-09T18:30:00-05:00,2026-04-09T20:00:00-05:00,eventbrite,Eva Joan,https://www.eventbrite.com/o/eva-joan-105676053241,4th round of the same class !,https://www.eventbrite.com/e/texas-drawing-with-embroidery-tickets-1981495582628,"{'name': 'Eva Joan', 'address': '1319 Rosewood Avenue, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 82.94, 'currency': 'USD', 'raw': 'USD 82.94'}"
A Night Up in Flames,2026-04-09T18:30:00-05:00,2026-04-09T21:00:00-05:00,eventbrite,Central Market Cooking School Austin North Lamar,https://www.eventbrite.com/o/central-market-cooking-school-austin-north-lamar-30370421142,Hands on. You will be cooking with a small team in this class.,https://www.eventbrite.com/e/a-night-up-in-flames-tickets-1983050948770,"{'name': 'Central Market Austin North Lamar', 'address': '4001 North Lamar Boulevard, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 120.38, 'currency': 'USD', 'raw': 'USD 120.38'}"
